ICD-10 code,Description,Body system,Progressive,code heading
M61.051,Myositis ossificans traumatica; right thigh,musculoskeletal,no,M61
M61.052,Myositis ossificans traumatica; left thigh,musculoskeletal,no,M61
M61.059,Myositis ossificans traumatica; unspecified thigh,musculoskeletal,no,M61
M61.061,Myositis ossificans traumatica; right lower leg,musculoskeletal,no,M61
M61.062,Myositis ossificans traumatica; left lower leg,musculoskeletal,no,M61
M61.069,Myositis ossificans traumatica; unspecified lower leg,musculoskeletal,no,M61
M61.071,Myositis ossificans traumatica; right ankle and foot,musculoskeletal,no,M61
M61.072,Myositis ossificans traumatica; left ankle and foot,musculoskeletal,no,M61
M61.079,Myositis ossificans traumatica; unspecified ankle and foot,musculoskeletal,no,M61
M61.08,Myositis ossificans traumatica; other site,musculoskeletal,no,M61
M61.09,Myositis ossificans traumatica; multiple sites,musculoskeletal,no,M61
M61.10,Myositis ossificans progressiva; unspecified site,musculoskeletal,no,M61
M61.111,Myositis ossificans progressiva; right shoulder,musculoskeletal,no,M61
M61.112,Myositis ossificans progressiva; left shoulder,musculoskeletal,no,M61
M61.119,Myositis ossificans progressiva; unspecified shoulder,musculoskeletal,no,M61
M61.121,Myositis ossificans progressiva; right upper arm,musculoskeletal,no,M61
M61.122,Myositis ossificans progressiva; left upper arm,musculoskeletal,no,M61
M61.129,Myositis ossificans progressiva; unspecified arm,musculoskeletal,no,M61
M61.131,Myositis ossificans progressiva; right forearm,musculoskeletal,no,M61
M61.132,Myositis ossificans progressiva; left forearm,musculoskeletal,no,M61
M61.139,Myositis ossificans progressiva; unspecified forearm,musculoskeletal,no,M61
M61.141,Myositis ossificans progressiva; right hand,musculoskeletal,no,M61
M61.142,Myositis ossificans progressiva; left hand,musculoskeletal,no,M61
M61.143,Myositis ossificans progressiva; unspecified hand,musculoskeletal,no,M61
M61.144,Myositis ossificans progressiva; right finger(s),musculoskeletal,no,M61
M61.145,Myositis ossificans progressiva; left finger(s),musculoskeletal,no,M61
M61.146,Myositis ossificans progressiva; unspecified finger(s),musculoskeletal,no,M61
M61.151,Myositis ossificans progressiva; right thigh,musculoskeletal,no,M61
M61.152,Myositis ossificans progressiva; left thigh,musculoskeletal,no,M61
M61.159,Myositis ossificans progressiva; unspecified thigh,musculoskeletal,no,M61
M61.161,Myositis ossificans progressiva; right lower leg,musculoskeletal,no,M61
M61.162,Myositis ossificans progressiva; left lower leg,musculoskeletal,no,M61
M61.169,Myositis ossificans progressiva; unspecified lower leg,musculoskeletal,no,M61
M61.171,Myositis ossificans progressiva; right ankle,musculoskeletal,no,M61
M61.172,Myositis ossificans progressiva; left ankle,musculoskeletal,no,M61
M61.173,Myositis ossificans progressiva; unspecified ankle,musculoskeletal,no,M61
M61.174,Myositis ossificans progressiva; right foot,musculoskeletal,no,M61
M61.175,Myositis ossificans progressiva; left foot,musculoskeletal,no,M61
M61.176,Myositis ossificans progressiva; unspecified foot,musculoskeletal,no,M61
M61.177,Myositis ossificans progressiva; right toe(s),musculoskeletal,no,M61
M61.178,Myositis ossificans progressiva; left toe(s),musculoskeletal,no,M61
M61.179,Myositis ossificans progressiva; unspecified toe(s),musculoskeletal,no,M61
M61.18,Myositis ossificans progressiva; other site,musculoskeletal,no,M61
M61.19,Myositis ossificans progressiva; multiple sites,musculoskeletal,no,M61
M61.20,Paralytic calcification and ossification of muscle; unspecified site,musculoskeletal,no,M61
M61.211,Paralytic calcification and ossification of muscle; right shoulder,musculoskeletal,no,M61
M61.212,Paralytic calcification and ossification of muscle; left shoulder,musculoskeletal,no,M61
M61.219,Paralytic calcification and ossification of muscle; unspecified shoulder,musculoskeletal,no,M61
M61.221,Paralytic calcification and ossification of muscle; right upper arm,musculoskeletal,no,M61
M61.222,Paralytic calcification and ossification of muscle; left upper arm,musculoskeletal,no,M61
M61.229,Paralytic calcification and ossification of muscle; unspecified upper arm,musculoskeletal,no,M61
M61.231,Paralytic calcification and ossification of muscle; right forearm,musculoskeletal,no,M61
M61.232,Paralytic calcification and ossification of muscle; left forearm,musculoskeletal,no,M61
M61.239,Paralytic calcification and ossification of muscle; unspecified forearm,musculoskeletal,no,M61
M61.241,Paralytic calcification and ossification of muscle; right hand,musculoskeletal,no,M61
M61.242,Paralytic calcification and ossification of muscle; left hand,musculoskeletal,no,M61
M61.249,Paralytic calcification and ossification of muscle; unspecified hand,musculoskeletal,no,M61
M61.251,Paralytic calcification and ossification of muscle; right thigh,musculoskeletal,no,M61
M61.252,Paralytic calcification and ossification of muscle; left thigh,musculoskeletal,no,M61
M61.259,Paralytic calcification and ossification of muscle; unspecified thigh,musculoskeletal,no,M61
M61.261,Paralytic calcification and ossification of muscle; right lower leg,musculoskeletal,no,M61
M61.262,Paralytic calcification and ossification of muscle; left lower leg,musculoskeletal,no,M61
M61.269,Paralytic calcification and ossification of muscle; unspecified lower leg,musculoskeletal,no,M61
M61.271,Paralytic calcification and ossification of muscle; right ankle and foot,musculoskeletal,no,M61
M61.272,Paralytic calcification and ossification of muscle; left ankle and foot,musculoskeletal,no,M61
M61.279,Paralytic calcification and ossification of muscle; unspecified ankle and foot,musculoskeletal,no,M61
M61.28,Paralytic calcification and ossification of muscle; other site,musculoskeletal,no,M61
M61.29,Paralytic calcification and ossification of muscle; multiple sites,musculoskeletal,no,M61
M61.30,Calcification and ossification of muscles associated with burns; unspecified site,musculoskeletal,no,M61
M61.311,Calcification and ossification of muscles associated with burns; right shoulder,musculoskeletal,no,M61
M61.312,Calcification and ossification of muscles associated with burns; left shoulder,musculoskeletal,no,M61
M61.319,Calcification and ossification of muscles associated with burns; unspecified shoulder,musculoskeletal,no,M61
M61.321,Calcification and ossification of muscles associated with burns; right upper arm,musculoskeletal,no,M61
M61.322,Calcification and ossification of muscles associated with burns; left upper arm,musculoskeletal,no,M61
M61.329,Calcification and ossification of muscles associated with burns; unspecified upper arm,musculoskeletal,no,M61
M61.331,Calcification and ossification of muscles associated with burns; right forearm,musculoskeletal,no,M61
M61.332,Calcification and ossification of muscles associated with burns; left forearm,musculoskeletal,no,M61
M61.339,Calcification and ossification of muscles associated with burns; unspecified forearm,musculoskeletal,no,M61
M61.341,Calcification and ossification of muscles associated with burns; right hand,musculoskeletal,no,M61
M61.342,Calcification and ossification of muscles associated with burns; left hand,musculoskeletal,no,M61
M61.349,Calcification and ossification of muscles associated with burns; unspecified hand,musculoskeletal,no,M61
M61.351,Calcification and ossification of muscles associated with burns; right thigh,musculoskeletal,no,M61
M61.352,Calcification and ossification of muscles associated with burns; left thigh,musculoskeletal,no,M61
M61.359,Calcification and ossification of muscles associated with burns; unspecified thigh,musculoskeletal,no,M61
M61.361,Calcification and ossification of muscles associated with burns; right lower leg,musculoskeletal,no,M61
M61.362,Calcification and ossification of muscles associated with burns; left lower leg,musculoskeletal,no,M61
M61.369,Calcification and ossification of muscles associated with burns; unspecified lower leg,musculoskeletal,no,M61
M61.371,Calcification and ossification of muscles associated with burns; right ankle and foot,musculoskeletal,no,M61
M61.372,Calcification and ossification of muscles associated with burns; left ankle and foot,musculoskeletal,no,M61
M61.379,Calcification and ossification of muscles associated with burns; unspecified ankle and foot,musculoskeletal,no,M61
M61.38,Calcification and ossification of muscles associated with burns; other site,musculoskeletal,no,M61
M61.39,Calcification and ossification of muscles associated with burns; multiple sites,musculoskeletal,no,M61
M61.40,Other calcification of muscle; unspecified site,musculoskeletal,no,M61
M61.411,Other calcification of muscle; right shoulder,musculoskeletal,no,M61
M61.412,Other calcification of muscle; left shoulder,musculoskeletal,no,M61
M61.419,Other calcification of muscle; unspecified shoulder,musculoskeletal,no,M61
M61.421,Other calcification of muscle; right upper arm,musculoskeletal,no,M61
M61.422,Other calcification of muscle; left upper arm,musculoskeletal,no,M61
M61.429,Other calcification of muscle; unspecified upper arm,musculoskeletal,no,M61
M61.431,Other calcification of muscle; right forearm,musculoskeletal,no,M61
M61.432,Other calcification of muscle; left forearm,musculoskeletal,no,M61
M61.439,Other calcification of muscle; unspecified forearm,musculoskeletal,no,M61
M61.441,Other calcification of muscle; right hand,musculoskeletal,no,M61
M61.442,Other calcification of muscle; left hand,musculoskeletal,no,M61
M61.449,Other calcification of muscle; unspecified hand,musculoskeletal,no,M61
M61.451,Other calcification of muscle; right thigh,musculoskeletal,no,M61
M61.452,Other calcification of muscle; left thigh,musculoskeletal,no,M61
M61.459,Other calcification of muscle; unspecified thigh,musculoskeletal,no,M61
M61.461,Other calcification of muscle; right lower leg,musculoskeletal,no,M61
M61.462,Other calcification of muscle; left lower leg,musculoskeletal,no,M61
M61.469,Other calcification of muscle; unspecified lower leg,musculoskeletal,no,M61
M61.471,Other calcification of muscle; right ankle and foot,musculoskeletal,no,M61
M61.472,Other calcification of muscle; left ankle and foot,musculoskeletal,no,M61
M61.479,Other calcification of muscle; unspecified ankle and foot,musculoskeletal,no,M61
M61.48,Other calcification of muscle; other site,musculoskeletal,no,M61
M61.49,Other calcification of muscle; multiple sites,musculoskeletal,no,M61
M61.50,Other ossification of muscle; unspecified site,musculoskeletal,no,M61
M61.511,Other ossification of muscle; right shoulder,musculoskeletal,no,M61
M61.512,Other ossification of muscle; left shoulder,musculoskeletal,no,M61
M61.519,Other ossification of muscle; unspecified shoulder,musculoskeletal,no,M61
M61.521,Other ossification of muscle; right upper arm,musculoskeletal,no,M61
M61.522,Other ossification of muscle; left upper arm,musculoskeletal,no,M61
M61.529,Other ossification of muscle; unspecified upper arm,musculoskeletal,no,M61
M61.531,Other ossification of muscle; right forearm,musculoskeletal,no,M61
M61.532,Other ossification of muscle; left forearm,musculoskeletal,no,M61
M61.539,Other ossification of muscle; unspecified forearm,musculoskeletal,no,M61
M61.541,Other ossification of muscle; right hand,musculoskeletal,no,M61
M61.542,Other ossification of muscle; left hand,musculoskeletal,no,M61
M61.549,Other ossification of muscle; unspecified hand,musculoskeletal,no,M61
M61.551,Other ossification of muscle; right thigh,musculoskeletal,no,M61
M61.552,Other ossification of muscle; left thigh,musculoskeletal,no,M61
M61.559,Other ossification of muscle; unspecified thigh,musculoskeletal,no,M61
M61.561,Other ossification of muscle; right lower leg,musculoskeletal,no,M61
M61.562,Other ossification of muscle; left lower leg,musculoskeletal,no,M61
M61.569,Other ossification of muscle; unspecified lower leg,musculoskeletal,no,M61
M61.571,Other ossification of muscle; right ankle and foot,musculoskeletal,no,M61
M61.572,Other ossification of muscle; left ankle and foot,musculoskeletal,no,M61
M61.579,Other ossification of muscle; unspecified ankle and foot,musculoskeletal,no,M61
M61.58,Other ossification of muscle; other site,musculoskeletal,no,M61
M61.59,Other ossification of muscle; multiple sites,musculoskeletal,no,M61
M61.9,Calcification and ossification of muscle; unspecified,musculoskeletal,no,M61
M62.3,Immobility syndrome (paraplegic),musculoskeletal,yes,M623
M62.50,Muscle wasting and atrophy; not elsewhere classified; unspecified site,musculoskeletal,no,M625
M62.511,Muscle wasting and atrophy; not elsewhere classified; right shoulder,musculoskeletal,no,M625
M62.512,Muscle wasting and atrophy; not elsewhere classified; left shoulder,musculoskeletal,no,M625
M62.519,Muscle wasting and atrophy; not elsewhere classified; unspecified shoulder,musculoskeletal,no,M625
M62.521,Muscle wasting and atrophy; not elsewhere classified; right upper arm,musculoskeletal,no,M625
M62.522,Muscle wasting and atrophy; not elsewhere classified; left upper arm,musculoskeletal,no,M625
M62.529,Muscle wasting and atrophy; not elsewhere classified; unspecified upper arm,musculoskeletal,no,M625
M62.531,Muscle wasting and atrophy; not elsewhere classified; right forearm,musculoskeletal,no,M625
M62.532,Muscle wasting and atrophy; not elsewhere classified; left forearm,musculoskeletal,no,M625
M62.539,Muscle wasting and atrophy; not elsewhere classified; unspecified forearm,musculoskeletal,no,M625
M62.541,Muscle wasting and atrophy; not elsewhere classified; right hand,musculoskeletal,no,M625
M62.542,Muscle wasting and atrophy; not elsewhere classified; left hand,musculoskeletal,no,M625
M62.549,Muscle wasting and atrophy; not elsewhere classified; unspecified hand,musculoskeletal,no,M625
M62.551,Muscle wasting and atrophy; not elsewhere classified; right thigh,musculoskeletal,no,M625
M62.552,Muscle wasting and atrophy; not elsewhere classified; left thigh,musculoskeletal,no,M625
M62.559,Muscle wasting and atrophy; not elsewhere classified; unspecified thigh,musculoskeletal,no,M625
M62.561,Muscle wasting and atrophy; not elsewhere classified; right lower leg,musculoskeletal,no,M625
M62.562,Muscle wasting and atrophy; not elsewhere classified; left lower leg,musculoskeletal,no,M625
M62.569,Muscle wasting and atrophy; not elsewhere classified; unspecified lower leg,musculoskeletal,no,M625
M62.571,Muscle wasting and atrophy; not elsewhere classified; right ankle and foot,musculoskeletal,no,M625
M62.572,Muscle wasting and atrophy; not elsewhere classified; left ankle and foot,musculoskeletal,no,M625
M62.579,Muscle wasting and atrophy; not elsewhere classified; unspecified ankle and foot,musculoskeletal,no,M625
M62.58,Muscle wasting and atrophy; not elsewhere classified; other site,musculoskeletal,no,M625
M62.59,Muscle wasting and atrophy; not elsewhere classified; multiple sites,musculoskeletal,no,M625
M62.89,Other specified disorders of muscle,musculoskeletal,no,M6289
M72.0,Palmar fascial fibromatosis [Dupuytren],musculoskeletal,no,M720
M72.2,Plantar fascial fibromatosis,musculoskeletal,no,M722
M81.6,Localized osteoporosis [Lequesne],musculoskeletal,no,M816
M81.8,Other osteoporosis without current pathological fracture,musculoskeletal,no,M818
M85.2,Hyperostosis of skull,musculoskeletal,no,M852
M86.30,Chronic multifocal osteomyelitis; unspecified site,musculoskeletal,no,M863
M86.311,Chronic multifocal osteomyelitis; right shoulder,musculoskeletal,no,M863
M86.312,Chronic multifocal osteomyelitis; left shoulder,musculoskeletal,no,M863
M86.319,Chronic multifocal osteomyelitis; unspecified shoulder,musculoskeletal,no,M863
M86.321,Chronic multifocal osteomyelitis; right  humerus,musculoskeletal,no,M863
M86.322,Chronic multifocal osteomyelitis; left  humerus,musculoskeletal,no,M863
M86.329,Chronic multifocal osteomyelitis; unspecified  humerus,musculoskeletal,no,M863
M86.331,Chronic multifocal osteomyelitis; right radius and ulna,musculoskeletal,no,M863
M86.332,Chronic multifocal osteomyelitis; left radius and ulna,musculoskeletal,no,M863
M86.339,Chronic multifocal osteomyelitis; unspecified radius and ulna,musculoskeletal,no,M863
M86.341,Chronic multifocal osteomyelitis; right hand,musculoskeletal,no,M863
M86.342,Chronic multifocal osteomyelitis; left hand,musculoskeletal,no,M863
M86.349,Chronic multifocal osteomyelitis; unspecified hand,musculoskeletal,no,M863
M86.351,Chronic multifocal osteomyelitis; right thigh,musculoskeletal,no,M863
M86.352,Chronic multifocal osteomyelitis; left thigh,musculoskeletal,no,M863
M86.359,Chronic multifocal osteomyelitis; unspecified thigh,musculoskeletal,no,M863
M86.361,Chronic multifocal osteomyelitis; right tibia and fibula,musculoskeletal,no,M863
M86.362,Chronic multifocal osteomyelitis; left tibia and fibula,musculoskeletal,no,M863
M86.369,Chronic multifocal osteomyelitis; unspecified tibia and fibula,musculoskeletal,no,M863
M86.371,Chronic multifocal osteomyelitis; right ankle and foot,musculoskeletal,no,M863
M86.372,Chronic multifocal osteomyelitis; left ankle and foot,musculoskeletal,no,M863
M86.379,Chronic multifocal osteomyelitis; unspecified ankle and foot,musculoskeletal,no,M863
M86.38,Chronic multifocal osteomyelitis; other site,musculoskeletal,no,M863
M86.39,Chronic multifocal osteomyelitis; multiple sites,musculoskeletal,no,M863
M86.40,Chronic osteomyelitis with draining sinus; unspecified site,musculoskeletal,no,M864
M86.411,Chronic osteomyelitis with draining sinus; right shoulder,musculoskeletal,no,M864
M86.412,Chronic osteomyelitis with draining sinus; left shoulder,musculoskeletal,no,M864
M86.419,Chronic osteomyelitis with draining sinus; unspecified shoulder,musculoskeletal,no,M864
M86.421,Chronic osteomyelitis with draining sinus; right  humerus,musculoskeletal,no,M864
M86.422,Chronic osteomyelitis with draining sinus; left  humerus,musculoskeletal,no,M864
M86.429,Chronic osteomyelitis with draining sinus; unspecified  humerus,musculoskeletal,no,M864
M86.431,Chronic osteomyelitis with draining sinus; right radius and ulna,musculoskeletal,no,M864
M86.432,Chronic osteomyelitis with draining sinus; left radius and ulna,musculoskeletal,no,M864
M86.439,Chronic osteomyelitis with draining sinus; unspecified radius and ulna,musculoskeletal,no,M864
M86.441,Chronic osteomyelitis with draining sinus; right hand,musculoskeletal,no,M864
M86.442,Chronic osteomyelitis with draining sinus; left hand,musculoskeletal,no,M864
M86.449,Chronic osteomyelitis with draining sinus; unspecified hand,musculoskeletal,no,M864
M86.451,Chronic osteomyelitis with draining sinus; right thigh,musculoskeletal,no,M864
M86.452,Chronic osteomyelitis with draining sinus; left thigh,musculoskeletal,no,M864
M86.459,Chronic osteomyelitis with draining sinus; unspecified thigh,musculoskeletal,no,M864
M86.461,Chronic osteomyelitis with draining sinus; right tibia and fibula,musculoskeletal,no,M864
M86.462,Chronic osteomyelitis with draining sinus; left tibia and fibula,musculoskeletal,no,M864
M86.469,Chronic osteomyelitis with draining sinus; unspecified tibia and fibula,musculoskeletal,no,M864
M86.471,Chronic osteomyelitis with draining sinus; right ankle and foot,musculoskeletal,no,M864
M86.472,Chronic osteomyelitis with draining sinus; left ankle and foot,musculoskeletal,no,M864
M86.479,Chronic osteomyelitis with draining sinus; unspecified ankle and foot,musculoskeletal,no,M864
M86.48,Chronic osteomyelitis with draining sinus; other site,musculoskeletal,no,M864
M86.49,Chronic osteomyelitis with draining sinus; multiple sites,musculoskeletal,no,M864
M86.50,Other chronic hematogenous osteomyelitis; unspecified site,musculoskeletal,no,M865
M86.511,Other chronic hematogenous osteomyelitis; right shoulder,musculoskeletal,no,M865
M86.512,Other chronic hematogenous osteomyelitis; left shoulder,musculoskeletal,no,M865
M86.519,Other chronic hematogenous osteomyelitis; unspecified shoulder,musculoskeletal,no,M865
M86.521,Other chronic hematogenous osteomyelitis; right  humerus,musculoskeletal,no,M865
M86.522,Other chronic hematogenous osteomyelitis; left  humerus,musculoskeletal,no,M865
M86.529,Other chronic hematogenous osteomyelitis; unspecified  humerus,musculoskeletal,no,M865
M86.531,Other chronic hematogenous osteomyelitis; right radius and ulna,musculoskeletal,no,M865
M86.532,Other chronic hematogenous osteomyelitis; left radius and ulna,musculoskeletal,no,M865
M86.539,Other chronic hematogenous osteomyelitis; unspecified radius and ulna,musculoskeletal,no,M865
M86.541,Other chronic hematogenous osteomyelitis; right hand,musculoskeletal,no,M865
M86.542,Other chronic hematogenous osteomyelitis; left hand,musculoskeletal,no,M865
M86.549,Other chronic hematogenous osteomyelitis; unspecified hand,musculoskeletal,no,M865
M86.551,Other chronic hematogenous osteomyelitis; right thigh,musculoskeletal,no,M865
M86.552,Other chronic hematogenous osteomyelitis; left thigh,musculoskeletal,no,M865
M86.559,Other chronic hematogenous osteomyelitis; unspecified thigh,musculoskeletal,no,M865
M86.561,Other chronic hematogenous osteomyelitis; right tibia and fibula,musculoskeletal,no,M865
M86.562,Other chronic hematogenous osteomyelitis; left tibia and fibula,musculoskeletal,no,M865
M86.569,Other chronic hematogenous osteomyelitis; unspecified tibia and fibula,musculoskeletal,no,M865
M86.571,Other chronic hematogenous osteomyelitis; right ankle and foot,musculoskeletal,no,M865
M86.572,Other chronic hematogenous osteomyelitis; left ankle and foot,musculoskeletal,no,M865
M86.579,Other chronic hematogenous osteomyelitis; unspecified ankle and foot,musculoskeletal,no,M865
M86.58,Other chronic hematogenous osteomyelitis; other site,musculoskeletal,no,M865
M86.59,Other chronic hematogenous osteomyelitis; multiple sites,musculoskeletal,no,M865
M86.60,Other chronic osteomyelitis; unspecified site,musculoskeletal,no,M866
M86.611,Other chronic osteomyelitis; right shoulder,musculoskeletal,no,M866
M86.612,Other chronic osteomyelitis; left shoulder,musculoskeletal,no,M866
M86.619,Other chronic osteomyelitis; unspecified shoulder,musculoskeletal,no,M866
M86.621,Other chronic osteomyelitis; right  humerus,musculoskeletal,no,M866
M86.622,Other chronic osteomyelitis; left  humerus,musculoskeletal,no,M866
M86.629,Other chronic osteomyelitis; unspecified  humerus,musculoskeletal,no,M866
M86.631,Other chronic osteomyelitis; right radius and ulna,musculoskeletal,no,M866
M86.632,Other chronic osteomyelitis; left radius and ulna,musculoskeletal,no,M866
M86.639,Other chronic osteomyelitis; unspecified radius and ulna,musculoskeletal,no,M866
M86.641,Other chronic osteomyelitis; right hand,musculoskeletal,no,M866
M86.642,Other chronic osteomyelitis; left hand,musculoskeletal,no,M866
M86.649,Other chronic osteomyelitis; unspecified hand,musculoskeletal,no,M866
M86.651,Other chronic osteomyelitis; right thigh,musculoskeletal,no,M866
M86.652,Other chronic osteomyelitis; left thigh,musculoskeletal,no,M866
M86.659,Other chronic osteomyelitis; unspecified thigh,musculoskeletal,no,M866
M86.661,Other chronic osteomyelitis; right tibia and fibula,musculoskeletal,no,M866
M86.662,Other chronic osteomyelitis; left tibia and fibula,musculoskeletal,no,M866
M86.669,Other chronic osteomyelitis; unspecified tibia and fibula,musculoskeletal,no,M866
M86.671,Other chronic osteomyelitis; right ankle and foot,musculoskeletal,no,M866
M86.672,Other chronic osteomyelitis; left ankle and foot,musculoskeletal,no,M866
M86.679,Other chronic osteomyelitis; unspecified ankle and foot,musculoskeletal,no,M866
M86.68,Other chronic osteomyelitis; other site,musculoskeletal,no,M866
M86.69,Other chronic osteomyelitis; multiple sites,musculoskeletal,no,M866
M87.00,Idiopathic aseptic necrosis of unspecified bone,musculoskeletal,no,M870
M87.011,Idiopathic aseptic necrosis of right shoulder,musculoskeletal,no,M870
M87.012,Idiopathic aseptic necrosis of left shoulder,musculoskeletal,no,M870
M87.019,Idiopathic aseptic necrosis of unspecified shoulder,musculoskeletal,no,M870
M87.021,Idiopathic aseptic necrosis of right humerus,musculoskeletal,no,M870
M87.022,Idiopathic aseptic necrosis of left humerus,musculoskeletal,no,M870
M87.029,Idiopathic aseptic necrosis of unspecified humerus,musculoskeletal,no,M870
M87.031,Idiopathic aseptic necrosis of right radius,musculoskeletal,no,M870
M87.032,Idiopathic aseptic necrosis of left radius,musculoskeletal,no,M870
M87.033,Idiopathic aseptic necrosis of unspecified radius,musculoskeletal,no,M870
M87.034,Idiopathic aseptic necrosis of right ulna,musculoskeletal,no,M870
M87.035,Idiopathic aseptic necrosis of left ulna,musculoskeletal,no,M870
M87.036,Idiopathic aseptic necrosis of unspecified ulna,musculoskeletal,no,M870
M87.037,Idiopathic aseptic necrosis of right carpus,musculoskeletal,no,M870
M87.038,Idiopathic aseptic necrosis of left carpus,musculoskeletal,no,M870
M87.039,Idiopathic aseptic necrosis of unspecified carpus,musculoskeletal,no,M870
M87.041,Idiopathic aseptic necrosis of right hand,musculoskeletal,no,M870
M87.042,Idiopathic aseptic necrosis of left hand,musculoskeletal,no,M870
M87.043,Idiopathic aseptic necrosis of unspecified hand,musculoskeletal,no,M870
M87.044,Idiopathic aseptic necrosis of right finger(s),musculoskeletal,no,M870
M87.045,Idiopathic aseptic necrosis of left finger(s),musculoskeletal,no,M870
M87.046,Idiopathic aseptic necrosis of unspecified finger(s),musculoskeletal,no,M870
M87.050,Idiopathic aseptic necrosis of pelvis,musculoskeletal,no,M870
M87.051,Idiopathic aseptic necrosis of right femur,musculoskeletal,no,M870
M87.052,Idiopathic aseptic necrosis of left femur,musculoskeletal,no,M870
M87.059,Idiopathic aseptic necrosis of unspecified femur,musculoskeletal,no,M870
M87.061,Idiopathic aseptic necrosis of right tibia,musculoskeletal,no,M870
M87.062,Idiopathic aseptic necrosis of left tibia,musculoskeletal,no,M870
M87.063,Idiopathic aseptic necrosis of unspecified tibia,musculoskeletal,no,M870
M87.064,Idiopathic aseptic necrosis of right fibula,musculoskeletal,no,M870
M87.065,Idiopathic aseptic necrosis of left fibula,musculoskeletal,no,M870
M87.066,Idiopathic aseptic necrosis of unspecified fibula,musculoskeletal,no,M870
M87.071,Idiopathic aseptic necrosis of right ankle,musculoskeletal,no,M870
M87.072,Idiopathic aseptic necrosis of left ankle,musculoskeletal,no,M870
M87.073,Idiopathic aseptic necrosis of unspecified ankle,musculoskeletal,no,M870
M87.074,Idiopathic aseptic necrosis of right foot,musculoskeletal,no,M870
M87.075,Idiopathic aseptic necrosis of left foot,musculoskeletal,no,M870
M87.076,Idiopathic aseptic necrosis of unspecified foot,musculoskeletal,no,M870
M87.077,Idiopathic aseptic necrosis of right toe(s),musculoskeletal,no,M870
M87.078,Idiopathic aseptic necrosis of left toe(s),musculoskeletal,no,M870
M87.079,Idiopathic aseptic necrosis of unspecified toe(s),musculoskeletal,no,M870
M87.08,Idiopathic aseptic necrosis of bone; other site,musculoskeletal,no,M870
M87.09,Idiopathic aseptic necrosis of bone; multiple sites,musculoskeletal,no,M870
M88.0,Osteitis deformans of skull,musculoskeletal,no,M88
M88.1,Osteitis deformans of vertebrae,musculoskeletal,no,M88
M88.811,Osteitis deformans of right shoulder,musculoskeletal,no,M88
M88.812,Osteitis deformans of left shoulder,musculoskeletal,no,M88
M88.819,Osteitis deformans of unspecified shoulder,musculoskeletal,no,M88
M88.821,Osteitis deformans of right upper arm,musculoskeletal,no,M88
M88.822,Osteitis deformans of left upper arm,musculoskeletal,no,M88
M88.829,Osteitis deformans of unspecified upper arm,musculoskeletal,no,M88
M88.831,Osteitis deformans of right forearm,musculoskeletal,no,M88
M88.832,Osteitis deformans of left forearm,musculoskeletal,no,M88
M88.839,Osteitis deformans of unspecified forearm,musculoskeletal,no,M88
M88.841,Osteitis deformans of right hand,musculoskeletal,no,M88
M88.842,Osteitis deformans of left hand,musculoskeletal,no,M88
M88.849,Osteitis deformans of unspecified hand,musculoskeletal,no,M88
M88.851,Osteitis deformans of right thigh,musculoskeletal,no,M88
M88.852,Osteitis deformans of left thigh,musculoskeletal,no,M88
M88.859,Osteitis deformans of unspecified thigh,musculoskeletal,no,M88
M88.861,Osteitis deformans of right lower leg,musculoskeletal,no,M88
M88.862,Osteitis deformans of left lower leg,musculoskeletal,no,M88
M88.869,Osteitis deformans of unspecified lower leg,musculoskeletal,no,M88
M88.871,Osteitis deformans of right ankle and foot,musculoskeletal,no,M88
M88.872,Osteitis deformans of left ankle and foot,musculoskeletal,no,M88
M88.879,Osteitis deformans of unspecified ankle and foot,musculoskeletal,no,M88
M88.88,Osteitis deformans of other bones,musculoskeletal,no,M88
M88.89,Osteitis deformans of multiple sites,musculoskeletal,no,M88
M88.9,Osteitis deformans of unspecified bone,musculoskeletal,no,M88
M89.00,Algoneurodystrophy; unspecified site,musculoskeletal,no,M890
M89.011,Algoneurodystrophy; right shoulder,musculoskeletal,no,M890
M89.012,Algoneurodystrophy; left shoulder,musculoskeletal,no,M890
M89.019,Algoneurodystrophy; unspecified shoulder,musculoskeletal,no,M890
M89.021,Algoneurodystrophy; right upper arm,musculoskeletal,no,M890
M89.022,Algoneurodystrophy; left upper arm,musculoskeletal,no,M890
M89.029,Algoneurodystrophy; unspecified upper arm,musculoskeletal,no,M890
M89.031,Algoneurodystrophy; right forearm,musculoskeletal,no,M890
M89.032,Algoneurodystrophy; left forearm,musculoskeletal,no,M890
M89.039,Algoneurodystrophy; unspecified forearm,musculoskeletal,no,M890
M89.041,Algoneurodystrophy; right hand,musculoskeletal,no,M890
M89.042,Algoneurodystrophy; left hand,musculoskeletal,no,M890
M89.049,Algoneurodystrophy; unspecified hand,musculoskeletal,no,M890
M89.051,Algoneurodystrophy; right thigh,musculoskeletal,no,M890
M89.052,Algoneurodystrophy; left thigh,musculoskeletal,no,M890
M89.059,Algoneurodystrophy; unspecified thigh,musculoskeletal,no,M890
M89.061,Algoneurodystrophy; right lower leg,musculoskeletal,no,M890
M89.062,Algoneurodystrophy; left lower leg,musculoskeletal,no,M890
M89.069,Algoneurodystrophy; unspecified lower leg,musculoskeletal,no,M890
M89.071,Algoneurodystrophy; right ankle and foot,musculoskeletal,no,M890
M89.072,Algoneurodystrophy; left ankle and foot,musculoskeletal,no,M890
